Sample ID	Block	Time	Jar	Treatment	Measurement Date	Measurer Name	Larval Stage	Length	Height	Circumference 	Alive/Dead	Normal.Deformed
CS.B10.T24.J07 10.19.18-0007	B10	T24	J07	CASE	08/08/2019	Melati Tarrant	Trochophore	0.043	0.046	0.152	Alive	Normal
CS.B10.T24.J07 10.19.18-0009	B10	T24	J07	CASE	08/08/2019	Melati Tarrant	Trochophore	0.050	0.044	0.150	Alive	Normal
CS.B10.T24.J07 10.19.18-0011	B10	T24	J07	CASE	08/08/2019	Melati Tarrant	D-Stage	0.040	0.044	0.16	Alive	Normal
CS.B10.T24.J07 10.19.18-0012	B10	T24	J07	CASE	08/08/2019	Melati Tarrant	Trochophore	0.048	0.061	0.176	Alive	Normal
CS.B10.T24.J07 10.19.18-0013	B10	T24	J07	CASE	08/08/2019	Melati Tarrant	Trochophore	0.049	0.049	0.158	Alive	Normal
CS.B10.T24.J07 10.19.18-0014	B10	T24	J07	CASE	08/08/2019	Melati Tarrant	Trochophore	0.068	0.064	0.21	Alive	Normal
CS.B10.T24.J07 10.19.18-0015 	B10	T24	J07	CASE	08/08/2019	Melati Tarrant	Trochophore	0.039	0.027	0.108	Alive	Normal
CS.B10.T24.J07 10.19.18-0016 A	B10	T24	J07	CASE	08/08/2019	Melati Tarrant	Trochophore	0.043	0.044	0.142	Alive	Normal
CS.B10.T24.J07 10.19.18-0016 B	B10	T24	J07	CASE	08/08/2019	Melati Tarrant	Trochophore	0.054	0.057	0.181	Alive	Normal
CS.B10.T24.J07 10.19.18-0017	B10	T24	J07	CASE	08/08/2019	Melati Tarrant	Trochophore	0.046	0.041	0.141	Alive	Normal
CS.B10.T24.J08 10.29.18-0004	B10	T24	J08	CA	08/15/2019	Melati Tarrant	Trochophore	0.049	0.047	0.150	Alive	Normal
CS.B10.T24.J08 10.29.18-0006	B10	T24	J08	CA	08/15/2019	Melati Tarrant	Trochophore	0.049	0.05	0.159	Alive	Normal
CS.B10.T24.J08 10.29.18-0008	B10	T24	J08	CA	08/15/2019	Melati Tarrant	Trochophore	0.051	0.065	0.185	Alive	Normal
CS.B10.T24.J08 10.29.18-0011	B10	T24	J08	CA	08/15/2019	Melati Tarrant	Trochophore	0.052	0.05	0.173	Alive	Normal
CS.B10.T24.J08 10.29.18-0012	B10	T24	J08	CA	08/15/2019	Melati Tarrant	Trochophore	0.036	0.042	0.128	Alive	Normal
CS.B10.T24.J08 10.29.18-0013	B10	T24	J08	CA	08/15/2019	Melati Tarrant	Trochophore	0.059	0.05	0.172	Alive	Normal
CS.B10.T24.J08 10.29.18-0014	B10	T24	J08	CA	08/15/2019	Melati Tarrant	Trochophore	0.044	0.043	0.137	Alive	Normal
CS.B10.T24.J08 10.29.18-0015	B10	T24	J08	CA	08/15/2019	Melati Tarrant	D-Stage	0.041	0.043	0.156	Alive	Normal
CS.B10.T24.J08 10.29.18-0016	B10	T24	J08	CA	08/15/2019	Melati Tarrant	Trochophore	0.055	0.066	0.187	Alive	Normal
CS.B10.T24.J08 10.29.18-0017	B10	T24	J08	CA	08/15/2019	Melati Tarrant	Trochophore	0.049	0.056	0.158	Alive	Normal
CS.B10.T24.J08 10.29.18-0018 A	B10	T24	J08	CA	08/15/2019	Melati Tarrant	Trochophore	0.057	0.051	0.150	Alive	Normal
CS.B10.T24.J08 10.29.18-0019	B10	T24	J08	CA	08/15/2019	Melati Tarrant	Trochophore	0.037	0.05	0.145	Alive	Normal
CS.B10.T24.J08 10.29.18-0020	B10	T24	J08	CA	08/15/2019	Melati Tarrant	Trochophore	0.039	0.049	0.143	Alive	Normal
CS.B10.T24.J08 10.29.18-0022	B10	T24	J08	CA	08/15/2019	Melati Tarrant	Trochophore	0.031	0.052	0.142	Alive	Normal
CS.B10.T24.J08 10.29.18-0023	B10	T24	J08	CA	08/15/2019	Melati Tarrant	Trochophore	0.057	0.053	0.175	Alive	Normal
CS.B10.T24.J08 10.29.18-0024	B10	T24	J08	CA	08/15/2019	Melati Tarrant	Trochophore	0.058	0.046	0.163	Alive	Normal
CS.B10.T24.J08 10.29.18-0025	B10	T24	J08	CA	08/15/2019	Melati Tarrant	Trochophore	0.058	0.054	0.168	Alive	Normal
CS.B10.T24.J08 10.29.18-0026	B10	T24	J08	CA	08/15/2019	Melati Tarrant	Trochophore	0.048	0.05	0.153	Alive	Normal
CS.B10.T24.J08 10.29.18-0027	B10	T24	J08	CA	08/15/2019	Melati Tarrant	Trochophore	0.053	0.045	0.166	Alive	Normal
CS.B10.T24.J08 10.29.18-0030	B10	T24	J08	CA	08/15/2019	Melati Tarrant	D-Stage	0.036	0.041	0.143	Alive	Normal
CS.B10.T24.J08 10.29.18-0031	B10	T24	J08	CA	08/15/2019	Melati Tarrant	Trochophore	0.056	0.042	0.151	Alive	Normal
CS.B10.T24.J09 10.29.18-0001	B10	T24	J09	SE	08/16/2019	Melati Tarrant	Trochophore	0.042	0.044	0.141	Alive	Normal
CS.B10.T24.J09 10.29.18-0003	B10	T24	J09	SE	08/16/2019	Melati Tarrant	D-Stage	0.023	0.032	0.099	Alive	Normal
CS.B10.T24.J09 10.29.18-0004	B10	T24	J09	SE	08/16/2019	Melati Tarrant	Trochophore	0.043	0.047	0.144	Alive	Normal
CS.B10.T24.J09 10.29.18-0007	B10	T24	J09	SE	08/16/2019	Melati Tarrant	Trochophore	0.042	0.048	0.146	Alive	Normal
CS.B10.T24.J09 10.29.18-0009	B10	T24	J09	SE	08/16/2019	Melati Tarrant	Trochophore	0.042	0.044	0.148	Alive	Normal
CS.B10.T24.J09 10.29.18-0010	B10	T24	J09	SE	08/16/2019	Melati Tarrant	Trochophore	0.034	0.049	0.141	Alive	Normal
CS.B10.T24.J09 10.29.18-0013	B10	T24	J09	SE	08/16/2019	Melati Tarrant	Trochophore	0.043	0.046	0.138	Alive	Normal
CS.B10.T24.J09 10.29.18-0014	B10	T24	J09	SE	08/16/2019	Melati Tarrant	Trochophore	0.053	0.049	0.159	Alive	Normal
CS.B10.T24.J10 11.02.18-0001	B10	T24	J10	CON	08/16/2019	Melati Tarrant	Trochophore	0.050	0.056	0.16	Alive	Normal
CS.B10.T24.J10 11.02.18-0003	B10	T24	J10	CON	08/16/2019	Melati Tarrant	Trochophore	0.053	0.052	0.167	Alive	Normal
CS.B10.T24.J10 11.02.18-0004	B10	T24	J10	CON	8/16/2019	Melati Tarrant	D-Stage	0.026	0.026	0.098	Alive	Normal
CS.B10.T24.J10 11.02.18-0005	B10	T24	J10	CON	8/16/2019	Melati Tarrant	Trochophore	0.038	0.035	0.119	Alive	Normal
CS.B10.T24.J10 11.02.18-0007	B10	T24	J10	CON	8/16/2019	Melati Tarrant	Trochophore	0.051	6.10E-02	0.17	Alive	Normal
CS.B10.T24.J10 11.02.18-0008	B10	T24	J10	CON	8/20/2019	Melati Tarrant	D-Stage	0.024	0.027	0.109	Alive	Normal
CS.B10.T24.J10 11.02.18-0009	B10	T24	J10	CON	8/20/2019	Melati Tarrant	Trochophore	0.055	0.051	0.167	Alive	Normal
CS.B10.T24.J10 11.02.18-0010	B10	T24	J10	CON	8/20/2019	Melati Tarrant	Trochophore	0.040	0.047	0.187	Alive	Normal
CS.B10.T24.J10 11.02.18-0011	B10	T24	J10	CON	8/20/2019	Melati Tarrant	Trochophore	0.026	3.20E-02	0.095	Alive	Normal
CS.B10.T24.J10 11.02.18-0013	B10	T24	J10	CON	8/20/2019	Melati Tarrant	D-Stage	0.043	0.048	0.186	Alive	Normal
CS.B10.T24.J10 11.02.18-0014	B10	T24	J10	CON	8/20/2019	Melati Tarrant	Trochophore	0.047	0.054	0.164	Alive	Normal
CS.B10.T24.J10 11.02.18-0015 A	B10	T24	J10	CON	8/20/2019	Melati Tarrant	Trochophore	0.035	0.034	0.119	Alive	Normal
CS.B10.T24.J10 11.02.18-0015 B	B10	T24	J10	CON	8/20/2019	Melati Tarrant	Trochophore	0.042	0.048	0.149	Alive	Normal
CS.B10.T24.J10 11.02.18-0015 C	B10	T24	J10	CON	8/20/2019	Melati Tarrant	Trochophore	0.043	0.045	0.150	Alive	Normal
CS.B10.T24.J10 11.02.18-0016	B10	T24	J10	CON	8/20/2019	Melati Tarrant	Trochophore	0.047	0.058	0.173	Alive	Normal
CS.B10.T24.J10 11.02.18-0018	B10	T24	J10	CON	8/20/2019	Melati Tarrant	Trochophore	0.036	0.036	0.131	Alive	Normal
CS.B10.T24.J10 11.02.18-0019	B10	T24	J10	CON	8/20/2019	Melati Tarrant	Trochophore	NA	NA	NA	Alive	Normal
CS.B10.T24.J10 11.02.18-0021	B10	T24	J10	CON	8/20/2019	Melati Tarrant	Trochophore	0.033	4.10E-02	0.120	Alive	Normal
CS.B10.T24.J10 11.02.18-0022	B10	T24	J10	CON	8/20/2019	Melati Tarrant	Trochophore	0.045	0.055	0.153	Alive	Normal
CS.B10.T24.J11 11.05.18-0001	B10	T24	J11	CA	8/21/2019	Melati Tarrant	Trochophore	0.050	0.054	0.171	Alive	Normal
CS.B10.T24.J11 11.05.18-0002	B10	T24	J11	CA	8/21/2019	Melati Tarrant	Trochophore	0.041	0.041	0.129	Alive	Normal
CS.B10.T24.J11 11.05.18-0003	B10	T24	J11	CA	8/21/2019	Melati Tarrant	Trochophore	0.041	0.039	0.133	Alive	Normal
CS.B10.T24.J11 11.05.18-0004	B10	T24	J11	CA	8/21/2019	Melati Tarrant	Trochophore	0.033	0.051	0.138	Alive	Normal
CS.B10.T24.J11 11.05.18-0006	B10	T24	J11	CA	8/21/2019	Melati Tarrant	Trochophore	0.055	0.063	0.205	Alive	Normal
CS.B10.T24.J11 11.05.18-0007	B10	T24	J11	CA	8/21/2019	Melati Tarrant	D-Stage	0.037	0.036	0.16	Alive	Normal
CS.B10.T24.J11 11.05.18-0008	B10	T24	J11	CA	8/21/2019	Melati Tarrant	Trochophore	0.035	0.072	0.175	Alive	Deformed
CS.B10.T24.J11 11.05.18-0009 A	B10	T24	J11	CA	8/21/2019	Melati Tarrant	Trochophore	0.044	0.047	0.142	Alive	Normal
CS.B10.T24.J11 11.05.18-0009 B	B10	T24	J11	CA	8/21/2019	Melati Tarrant	Trochophore	0.037	0.049	0.147	Alive	Normal
CS.B10.T24.J11 11.05.18-0010	B10	T24	J11	CA	8/21/2019	Melati Tarrant	Trochophore	0.034	0.033	0.104	Alive	Normal
CS.B10.T24.J11 11.05.18-0011	B10	T24	J11	CA	8/21/2019	Melati Tarrant	Trochophore	0.045	0.046	0.144	Alive	Normal
CS.B10.T24.J11 11.05.18-0012	B10	T24	J11	CA	8/21/2019	Melati Tarrant	Trochophore	0.043	0.045	0.137	Alive	Normal
CS.B10.T24.J11 11.05.18-0013	B10	T24	J11	CA	8/21/2019	Melati Tarrant	Trochophore	0.035	0.038	0.121	Alive	Normal
CS.B10.T24.J11 11.05.18-0014	B10	T24	J11	CA	8/21/2019	Melati Tarrant	Trochophore	0.033	0.049	0.131	Alive	Normal
CS.B10.T24.J11 11.05.18-0015	B10	T24	J11	CA	8/21/2019	Melati Tarrant	Trochophore	0.038	0.042	0.136	Alive	Normal
CS.B10.T24.J11 11.05.18-0017	B10	T24	J11	CA	8/22/2019	Melati Tarrant	Trochophore	0.050	0.052	0.165	Alive	Normal
CS.B10.T24.J11 11.05.18-0018	B10	T24	J11	CA	8/22/2019	Melati Tarrant	Trochophore	0.045	0.047	0.141	Alive	Normal
CS.B10.T24.J11 11.05.18-0019	B10	T24	J11	CA	8/22/2019	Melati Tarrant	Trochophore	0.031	0.047	0.113	Alive	Normal
CS.B10.T24.J11 11.05.18-0020	B10	T24	J11	CA	8/22/2019	Melati Tarrant	Trochophore	0.043	0.059	0.176	Alive	Normal
CS.B10.T24.J11 11.05.18-0021	B10	T24	J11	CA	8/22/2019	Melati Tarrant	Trochophore	0.033	0.046	0.124	Alive	Normal
CS.B10.T24.J11 11.05.18-0023	B10	T24	J11	CA	8/22/2019	Melati Tarrant	Trochophore	0.044	0.047	0.142	Alive	Normal
CS.B10.T24.J12 11.09.18-0002	B10	T24	J12	CASE	8/23/2019	Melati Tarrant	Trochophore	0.031	0.042	0.115	Alive	Normal
CS.B10.T24.J12 11.09.18-0003	B10	T24	J12	CASE	8/23/2019	Melati Tarrant	Trochophore	0.042	0.042	0.132	Alive	Normal
CS.B10.T24.J12 11.09.18-0004	B10	T24	J12	CASE	8/23/2019	Melati Tarrant	Trochophore	0.038	0.053	0.154	Alive	Normal
CS.B10.T24.J12 11.09.18-0005	B10	T24	J12	CASE	8/23/2019	Melati Tarrant	Trochophore	0.047	0.056	0.161	Alive	Normal
CS.B10.T24.J12 11.09.18-0006	B10	T24	J12	CASE	8/23/2019	Melati Tarrant	Trochophore	0.044	0.058	0.159	Alive	Normal
CS.B10.T24.J12 11.09.18-0007	B10	T24	J12	CASE	8/23/2019	Melati Tarrant	Trochophore	0.031	0.029	0.094	Alive	Normal
CS.B10.T24.J12 11.09.18-0008	B10	T24	J12	CASE	8/23/2019	Melati Tarrant	Trochophore	0.051	0.047	0.154	Alive	Normal
CS.B10.T24.J12 11.09.18-0009	B10	T24	J12	CASE	8/23/2019	Melati Tarrant	Trochophore	0.039	0.047	0.133	Alive	Normal
CS.B10.T24.J12 11.09.18-0010	B10	T24	J12	CASE	8/23/2019	Melati Tarrant	Trochophore	0.036	0.063	0.208	Alive	Normal
CS.B10.T24.J12 11.09.18-0011	B10	T24	J12	CASE	8/23/2019	Melati Tarrant	Trochophore	0.049	0.054	0.182	Alive	Normal
CS.B10.T24.J12 11.09.18-0012 A	B10	T24	J12	CASE	8/23/2019	Melati Tarrant	Trochophore	0.036	0.046	0.138	Alive	Normal
CS.B10.T24.J12 11.09.18-0012 B	B10	T24	J12	CASE	8/23/2019	Melati Tarrant	Trochophore	0.043	0.048	0.141	Alive	Normal
CS.B10.T24.J12 11.09.18-0014	B10	T24	J12	CASE	8/23/2019	Melati Tarrant	Trochophore	0.035	0.052	0.15	Alive	Normal
CS.B10.T24.J12 11.09.18-0015	B10	T24	J12	CASE	8/23/2019	Melati Tarrant	Trochophore	0.039	0.037	0.122	Alive	Normal
CS.B10.T24.J12 11.09.18-0016	B10	T24	J12	CASE	8/23/2019	Melati Tarrant	Trochophore	0.051	0.059	0.174	Alive	Normal
CS.B10.T24.J12 11.09.18-0017	B10	T24	J12	CASE	8/23/2019	Melati Tarrant	Trochophore	0.040	0.049	0.147	Alive	Normal
CS.B10.T24.J12 11.09.18-0018	B10	T24	J12	CASE	8/23/2019	Melati Tarrant	Trochophore	0.042	0.068	0.195	Alive	Normal
CS.B10.T24.J12 11.09.18-0019	B10	T24	J12	CASE	8/23/2019	Melati Tarrant	Trochophore	0.037	0.049	0.131	Alive	Normal
CS.B10.T24.J12 11.09.18-0020	B10	T24	J12	CASE	8/23/2019	Melati Tarrant	Trochophore	0.043	0.051	0.157	Alive	Normal
CS.B10.T24.J12 11.09.18-0021	B10	T24	J12	CASE	8/23/2019	Melati Tarrant	Trochophore	0.023	0.024	0.073	Alive	Normal
CS.B10.T24.J12 11.09.18-0022	B10	T24	J12	CASE	8/23/2019	Melati Tarrant	Trochophore	0.040	0.042	0.119	Alive	Normal
CS.B10.T24.J13 11.14.18-0001	B10	T24	J13	CA	8/25/2019	Melati Tarrant	Trochophore	0.049	0.053	0.159	Alive	Normal
CS.B10.T24.J13 11.14.18-0002	B10	T24	J13	CA	8/25/2019	Melati Tarrant	Trochophore	0.049	0.052	0.183	Alive	Normal
CS.B10.T24.J13 11.14.18-0004	B10	T24	J13	CA	8/25/2019	Melati Tarrant	Trochophore	0.042	0.054	0.158	Alive	Normal
CS.B10.T24.J13 11.14.18-0005	B10	T24	J13	CA	8/25/2019	Melati Tarrant	Trochophore	0.047	0.058	0.156	Alive	Normal
CS.B10.T24.J13 11.14.18-0006	B10	T24	J13	CA	8/25/2019	Melati Tarrant	Trochophore	0.049	0.053	0.165	Alive	Normal
CS.B10.T24.J13 11.14.18-0007	B10	T24	J13	CA	8/25/2019	Melati Tarrant	Trochophore	0.037	0.045	0.126	Alive	Normal
CS.B10.T24.J13 11.14.18-0008	B10	T24	J13	CA	8/25/2019	Melati Tarrant	Trochophore	0.039	0.042	0.130	Alive	Normal
CS.B10.T24.J13 11.14.18-0009	B10	T24	J13	CA	8/25/2019	Melati Tarrant	Trochophore	0.044	0.044	0.134	Alive	Normal
CS.B10.T24.J13 11.14.18-0010	B10	T24	J13	CA	8/25/2019	Melati Tarrant	Trochophore	0.034	0.034	0.102	Alive	Normal
CS.B10.T24.J13 11.14.18-0011	B10	T24	J13	CA	8/25/2019	Melati Tarrant	Trochophore	0.046	0.043	0.14	Alive	Normal
CS.B10.T24.J17 11.14.18-0001	B10	T24	J17	CA	8/25/2019	Melati Tarrant	Trochophore	0.039	4.00E-02	0.123	Alive	Normal
CS.B10.T24.J17 11.14.18-0002	B10	T24	J17	CA	8/25/2019	Melati Tarrant	Trochophore	0.046	0.048	0.159	Alive	Normal
CS.B10.T24.J17 11.14.18-0003	B10	T24	J17	CA	8/25/2019	Melati Tarrant	Trochophore	0.042	0.059	0.209	Alive	Deformed
CS.B10.T24.J17 11.14.18-0005	B10	T24	J17	CA	8/25/2019	Melati Tarrant	Trochophore	0.036	0.037	0.105	Alive	Normal
CS.B10.T24.J17 11.14.18-0006	B10	T24	J17	CA	8/25/2019	Melati Tarrant	Trochophore	0.048	0.056	0.163	Alive	Normal
CS.B10.T24.J17 11.14.18-0007	B10	T24	J17	CA	8/25/2019	Melati Tarrant	Trochophore	0.043	0.051	0.143	Alive	Normal
CS.B10.T24.J17 11.14.18-0008	B10	T24	J17	CA	8/25/2019	Melati Tarrant	Trochophore	0.045	0.05	0.147	Alive	Normal
CS.B10.T24.J17 11.14.18-0009	B10	T24	J17	CA	8/25/2019	Melati Tarrant	Trochophore	0.049	0.054	0.16	Alive	Normal
CS.B10.T24.J17 11.14.18-0010	B10	T24	J17	CA	8/25/2019	Melati Tarrant	Trochophore	0.035	0.041	0.117	Alive	Normal
CS.B10.T24.J17 11.14.18-0011	B10	T24	J17	CA	8/25/2019	Melati Tarrant	Trochophore	0.033	0.031	0.104	Alive	Normal
CS.B10.T24.J17 11.14.18-0012	B10	T24	J17	CA	8/25/2019	Melati Tarrant	Trochophore	0.055	0.055	0.166	Alive	Normal
CS.B10.T24.J17 11.14.18-0013	B10	T24	J17	CA	8/25/2019	Melati Tarrant	Trochophore	0.048	0.057	0.167	Alive	Normal
CS.B10.T24.J17 11.14.18-0014	B10	T24	J17	CA	8/25/2019	Melati Tarrant	Trochophore	0.032	0.045	0.128	Alive	Normal
CS.B10.T24.J17 11.14.18-0015	B10	T24	J17	CA	8/25/2019	Melati Tarrant	Trochophore	0.034	0.034	0.104	Alive	Normal
CS.B10.T24.J17 11.14.18-0017	B10	T24	J17	CA	8/25/2019	Melati Tarrant	Trochophore	0.028	0.029	0.085	Alive	Normal
CS.B11.T00.J01 11.16.18-0001	B11	T00	J01	SE	8/27/2019	Melati Tarrant	Trochophore	0.028	0.048	0.124	Alive	Normal
CS.B11.T00.J01 11.16.18-0002	B11	T00	J01	SE	8/27/2019	Melati Tarrant	Trochophore	0.048	0.053	0.152	Alive	Normal
CS.B11.T00.J01 11.16.18-0003	B11	T00	J01	SE	8/27/2019	Melati Tarrant	Trochophore	0.049	5.60E-02	0.162	Alive	Normal
CS.B11.T00.J01 11.16.18-0004 A	B11	T00	J01	SE	8/27/2019	Melati Tarrant	Trochophore	0.033	0.062	0.157	Alive	Normal
CS.B11.T00.J01 11.16.18-0004 B	B11	T00	J01	SE	8/27/2019	Melati Tarrant	Trochophore	0.049	0.053	0.169	Alive	Normal
CS.B11.T00.J01 11.16.18-0005	B11	T00	J01	SE	8/27/2019	Melati Tarrant	Trochophore	0.049	0.058	0.164	Alive	Normal
CS.B11.T00.J01 11.16.18-0008	B11	T00	J01	SE	8/27/2019	Melati Tarrant	Trochophore	NA	NA	NA	Alive	Normal
CS.B11.T00.J01 11.16.18-0010	B11	T00	J01	SE	8/27/2019	Melati Tarrant	Trochophore	0.060	0.062	0.195	Alive	Normal
CS.B11.T00.J02 11.19.18-0001	B11	T00	J02	CON	8/27/2019	Melati Tarrant	Trochophore	0.033	0.047	0.121	Alive	Normal
CS.B11.T00.J02 11.19.18-0002	B11	T00	J02	CON	8/27/2019	Melati Tarrant	Trochophore	0.050	0.062	0.185	Alive	Normal
CS.B11.T00.J02 11.19.18-0003	B11	T00	J02	CON	8/27/2019	Melati Tarrant	Trochophore	0.055	0.06	0.188	Alive	Normal
CS.B11.T00.J02 11.19.18-0004	B11	T00	J02	CON	8/27/2019	Melati Tarrant	Trochophore	0.052	0.059	0.174	Alive	Normal
CS.B11.T00.J02 11.19.18-0005	B11	T00	J02	CON	8/27/2019	Melati Tarrant	Trochophore	0.056	0.058	0.186	Alive	Normal
CS.B11.T00.J02 11.19.18-0006	B11	T00	J02	CON	8/27/2019	Melati Tarrant	Trochophore	0.050	0.058	0.174	Alive	Normal
CS.B11.T00.J02 11.19.18-0007	B11	T00	J02	CON	8/27/2019	Melati Tarrant	Trochophore	0.055	0.058	0.176	Alive	Normal
CS.B11.T00.J02 11.19.18-0008 A	B11	T00	J02	CON	8/27/2019	Melati Tarrant	Trochophore	0.052	0.058	0.166	Alive	Normal
CS.B11.T00.J02 11.19.18-0008 B	B11	T00	J02	CON	8/27/2019	Melati Tarrant	Trochophore	0.055	0.063	0.191	Alive	Normal
CS.B11.T00.J02 11.19.18-0009	B11	T00	J02	CON	8/27/2019	Melati Tarrant	Trochophore	0.048	0.055	0.161	Alive	Normal
CS.B11.T00.J02 11.19.18-0010	B11	T00	J02	CON	8/27/2019	Melati Tarrant	Trochophore	0.051	0.06	0.187	Alive	Normal
CS.B11.T00.J02 11.19.18-0011	B11	T00	J02	CON	8/27/2019	Melati Tarrant	D-Stage	0.032	0.051	0.173	Alive	Normal
CS.B11.T00.J02 11.19.18-0012	B11	T00	J02	CON	8/27/2019	Melati Tarrant	Trochophore	0.040	0.055	0.154	Alive	Normal
CS.B11.T00.J02 11.19.18-0014	B11	T00	J02	CON	8/27/2019	Melati Tarrant	Trochophore	0.054	0.059	0.183	Alive	Normal
CS.B11.T00.J02 11.19.18-0015	B11	T00	J02	CON	8/27/2019	Melati Tarrant	Trochophore	0.049	0.048	0.153	Alive	Normal
CS.B11.T00.J02 11.19.18-0016	B11	T00	J02	CON	8/27/2019	Melati Tarrant	Trochophore	0.057	0.056	0.183	Alive	Normal
CS.B11.T00.J02 11.19.18-0017	B11	T00	J02	CON	8/27/2019	Melati Tarrant	Trochophore	0.054	0.058	0.178	Alive	Normal
CS.B11.T00.J03 11.19.18-0001	B11	T00	J03	CASE	8/27/2019	Melati Tarrant	Trochophore	0.061	0.062	0.201	Alive	Normal
CS.B11.T00.J03 11.19.18-0002	B11	T00	J03	CASE	8/27/2019	Melati Tarrant	Trochophore	0.052	0.056	0.172	Alive	Normal
CS.B11.T00.J03 11.19.18-0003	B11	T00	J03	CASE	8/27/2019	Melati Tarrant	Trochophore	0.049	0.058	0.168	Alive	Normal
CS.B11.T00.J03 11.19.18-0004	B11	T00	J03	CASE	8/27/2019	Melati Tarrant	Trochophore	0.045	0.056	0.160	Alive	Normal
CS.B11.T00.J03 11.19.18-0005	B11	T00	J03	CASE	8/27/2019	Melati Tarrant	Trochophore	0.051	0.053	0.160	Alive	Normal
CS.B11.T00.J03 11.19.18-0006	B11	T00	J03	CASE	8/27/2019	Melati Tarrant	Trochophore	0.057	0.062	0.184	Alive	Normal
CS.B11.T00.J03 11.19.18-0007	B11	T00	J03	CASE	8/27/2019	Melati Tarrant	Trochophore	0.050	0.064	0.178	Alive	Normal
CS.B11.T00.J03 11.19.18-0008	B11	T00	J03	CASE	8/27/2019	Melati Tarrant	Trochophore	0.038	0.071	0.167	Alive	Normal
CS.B11.T00.J03 11.19.18-0009	B11	T00	J03	CASE	8/27/2019	Melati Tarrant	Trochophore	0.051	0.049	0.154	Alive	Normal
CS.B11.T00.J03 11.19.18-0010	B11	T00	J03	CASE	8/27/2019	Melati Tarrant	Trochophore	0.054	0.059	0.176	Alive	Normal
CS.B11.T00.J03 11.19.18-0011	B11	T00	J03	CASE	8/27/2019	Melati Tarrant	Trochophore	0.049	0.055	0.163	Alive	Normal
CS.B11.T00.J03 11.19.18-0012	B11	T00	J03	CASE	8/27/2019	Melati Tarrant	Trochophore	0.056	0.053	0.185	Alive	Normal
CS.B11.T00.J03 11.19.18-0013	B11	T00	J03	CASE	8/27/2019	Melati Tarrant	Trochophore	0.047	0.049	0.153	Alive	Normal
CS.B11.T00.J03 11.19.18-0014	B11	T00	J03	CASE	8/27/2019	Melati Tarrant	Trochophore	0.052	0.058	0.168	Alive	Normal
CS.B11.T00.J03 11.19.18-0015	B11	T00	J03	CASE	8/27/2019	Melati Tarrant	Trochophore	0.047	0.06	0.168	Alive	Normal
CS.B11.T00.J03 11.19.18-0016 	B11	T00	J03	CASE	8/27/2019	Melati Tarrant	Trochophore	0.059	0.065	0.187	Alive	Normal
CS.B11.T00.J03 11.19.18-0017 A	B11	T00	J03	CASE	8/27/2019	Melati Tarrant	Trochophore	0.051	0.056	0.159	Alive	Normal
CS.B11.T00.J03 11.19.18-0017 B	B11	T00	J03	CASE	8/27/2019	Melati Tarrant	Trochophore	0.049	0.054	0.161	Alive	Normal
CS.B11.T00.J03 11.19.18-0018	B11	T00	J03	CASE	8/27/2019	Melati Tarrant	Trochophore	0.050	0.059	0.163	Alive	Normal
CS.B11.T00.J03 11.19.18-0019	B11	T00	J03	CASE	8/28/2019	Melati Tarrant	Trochophore	0.051	0.055	0.165	Alive	Normal
CS.B11.T00.J03 11.19.18-0020	B11	T00	J03	CASE	8/28/2019	Melati Tarrant	Trochophore	0.046	0.052	0.163	Alive	Normal
CS.B11.T00.J04 11.19.18-0001	B11	T00	J04	SE	8/28/2019	Melati Tarrant	Trochophore	0.048	0.058	0.173	Alive	Normal
CS.B11.T00.J04 11.19.18-0002	B11	T00	J04	SE	8/28/2019	Melati Tarrant	Trochophore	0.041	0.058	0.158	Alive	Normal
CS.B11.T00.J04 11.19.18-0003	B11	T00	J04	SE	8/28/2019	Melati Tarrant	Trochophore	0.050	0.059	0.176	Alive	Normal
CS.B11.T00.J04 11.19.18-0004	B11	T00	J04	SE	8/28/2019	Melati Tarrant	Trochophore	0.057	0.062	0.197	Alive	Normal
CS.B11.T00.J04 11.19.18-0005	B11	T00	J04	SE	8/28/2019	Melati Tarrant	Trochophore	0.048	0.07	0.184	Alive	Normal
CS.B11.T00.J04 11.19.18-0006	B11	T00	J04	SE	8/28/2019	Melati Tarrant	D-Stage	0.045	0.057	0.203	Alive	Normal
CS.B11.T00.J04 11.19.18-0007	B11	T00	J04	SE	8/28/2019	Melati Tarrant	Trochophore	0.081	0.071	0.248	Alive	Normal
CS.B11.T00.J04 11.19.18-0008	B11	T00	J04	SE	8/28/2019	Melati Tarrant	Trochophore	0.056	0.052	0.171	Alive	Normal
CS.B11.T00.J04 11.19.18-0009	B11	T00	J04	SE	8/28/2019	Melati Tarrant	Trochophore	0.054	0.057	0.169	Alive	Normal
CS.B11.T00.J04 11.19.18-0010	B11	T00	J04	SE	8/28/2019	Melati Tarrant	Trochophore	0.042	0.061	0.171	Alive	Normal
CS.B11.T00.J04 11.19.18-0011	B11	T00	J04	SE	8/28/2019	Melati Tarrant	Trochophore	0.045	0.052	0.162	Alive	Normal
CS.B11.T00.J04 11.19.18-0012	B11	T00	J04	SE	8/28/2019	Melati Tarrant	Trochophore	0.046	0.053	0.156	Alive	Normal
CS.B11.T00.J04 11.19.18-0013	B11	T00	J04	SE	8/28/2019	Melati Tarrant	Trochophore	0.049	0.055	0.158	Alive	Normal
